meter_id,segment,date,day_of_week,day_of_month,month,is_weekend,is_dry_season,is_term_time,dow_sin,dow_cos,month_sin,month_cos,units_bought,topup_sequence,rolling_avg_7d,rolling_avg_30d,daily_kwh,days_remaining
295,residential_high,2024-01-28,6,28,1,1,0,1,-0.781831,0.62349,0.5,0.866025,223.7,3,8.6559,8.3799,9.37,25.8
295,residential_high,2024-02-06,1,6,2,0,0,1,0.781831,0.62349,0.866025,0.5,124.2,4,8.031,8.1975,8.287,15.5
295,residential_high,2024-02-16,4,16,2,0,0,1,-0.433884,-0.900969,0.866025,0.5,70.2,5,8.3423,8.1929,8.577,8.4
295,residential_high,2024-02-29,3,29,2,0,0,1,0.433884,-0.900969,0.866025,0.5,238.3,6,8.231,8.1155,6.931,29.0
295,residential_high,2024-03-02,5,2,3,1,0,1,-0.974928,-0.222521,1.0,0.0,289.8,7,8.2141,8.171,10.367,35.3
295,residential_high,2024-03-30,5,30,3,1,0,1,-0.974928,-0.222521,1.0,0.0,272.6,8,8.1783,8.2673,8.564,33.3
295,residential_high,2024-04-05,4,5,4,0,0,0,-0.433884,-0.900969,0.866025,-0.5,292.2,9,8.497,8.3217,7.647,34.4
295,residential_high,2024-05-15,2,15,5,0,1,1,0.974928,-0.222521,0.5,-0.866025,261.8,10,7.7591,8.2712,7.545,33.7
295,residential_high,2024-07-29,0,29,7,0,1,1,0.0,1.0,-0.5,-0.866025,107.1,11,7.4074,7.7163,6.429,14.5
295,residential_high,2024-08-09,4,9,8,0,1,0,-0.433884,-0.900969,-0.866025,-0.5,73.5,12,7.4853,7.5487,6.769,9.8
295,residential_high,2024-09-04,2,4,9,0,0,1,0.974928,-0.222521,-1.0,-0.0,239.7,13,7.3773,7.2217,7.239,32.5
295,residential_high,2024-10-17,3,17,10,0,0,1,0.433884,-0.900969,-0.866025,0.5,295.3,14,8.0126,8.2607,7.953,36.9
295,residential_high,2024-10-23,2,23,10,0,0,1,0.974928,-0.222521,-0.866025,0.5,232.4,15,8.2701,8.2299,8.982,28.1
295,residential_high,2024-10-29,1,29,10,0,0,1,0.781831,0.62349,-0.866025,0.5,185.9,16,9.333,8.471,8.798,19.9
295,residential_high,2024-10-31,3,31,10,0,0,1,0.433884,-0.900969,-0.866025,0.5,228.0,17,8.989,8.4572,6.95,25.4
295,residential_high,2024-11-08,4,8,11,0,0,1,-0.433884,-0.900969,-0.5,0.866025,154.5,18,9.1866,8.6479,9.913,16.8
301,residential_high,2024-01-08,0,8,1,0,0,1,0.0,1.0,0.5,0.866025,204.7,1,12.2927,12.4278,10.43,16.7
301,residential_high,2024-02-07,2,7,2,0,0,1,0.974928,-0.222521,0.866025,0.5,221.7,2,12.8364,12.8248,12.19,17.3
301,residential_high,2024-03-12,1,12,3,0,0,1,0.781831,0.62349,1.0,0.0,201.8,4,12.5929,12.7182,12.507,16.0
301,residential_high,2024-03-24,6,24,3,1,0,1,-0.781831,0.62349,1.0,0.0,256.1,5,12.6584,12.7371,13.361,20.2
301,residential_high,2024-03-26,1,26,3,0,0,1,0.781831,0.62349,1.0,0.0,68.6,6,12.1506,12.3446,13.469,5.6
301,residential_high,2024-04-23,1,23,4,0,0,0,0.781831,0.62349,0.866025,-0.5,91.8,7,12.7613,12.4238,11.154,7.2
301,residential_high,2024-05-01,2,1,5,0,1,1,0.974928,-0.222521,0.5,-0.866025,121.8,8,11.6169,12.4999,12.498,10.5
301,residential_high,2024-05-12,6,12,5,1,1,1,-0.781831,0.62349,0.5,-0.866025,196.4,9,10.5697,11.8388,12.753,18.6
301,residential_high,2024-05-13,0,13,5,0,1,1,0.0,1.0,0.5,-0.866025,179.4,10,10.1816,11.5435,8.171,17.6
301,residential_high,2024-05-20,0,20,5,0,1,1,0.0,1.0,0.5,-0.866025,205.8,11,12.3111,11.4763,11.882,16.7
301,residential_high,2024-05-29,2,29,5,0,1,1,0.974928,-0.222521,0.5,-0.866025,80.8,12,11.7994,11.0901,9.818,6.8
301,residential_high,2024-06-05,2,5,6,0,1,1,0.974928,-0.222521,0.0,-1.0,281.3,13,11.9923,11.4377,11.471,23.5
301,residential_high,2024-06-21,4,21,6,0,1,1,-0.433884,-0.900969,0.0,-1.0,283.0,14,11.6269,11.7258,12.763,24.3
301,residential_high,2024-06-28,4,28,6,0,1,1,-0.433884,-0.900969,0.0,-1.0,174.6,15,11.4383,11.6415,9.957,15.3
301,residential_high,2024-07-24,2,24,7,0,1,1,0.974928,-0.222521,-0.5,-0.866025,257.7,16,11.8529,11.5672,10.591,21.7
301,residential_high,2024-08-03,5,3,8,1,1,0,-0.974928,-0.222521,-0.866025,-0.5,117.4,17,10.9223,11.7732,11.948,10.7
301,residential_high,2024-09-02,0,2,9,0,0,1,0.0,1.0,-1.0,-0.0,196.6,18,12.287,11.6875,12.682,16.0
301,residential_high,2024-10-13,6,13,10,1,0,1,-0.781831,0.62349,-0.866025,0.5,120.1,19,13.9136,13.3939,13.303,8.6
301,residential_high,2024-10-30,2,30,10,0,0,1,0.974928,-0.222521,-0.866025,0.5,108.8,20,12.0811,12.9974,12.058,9.0
301,residential_high,2024-11-09,5,9,11,1,0,1,-0.974928,-0.222521,-0.5,0.866025,52.0,21,11.783,12.7538,11.511,4.4
301,residential_high,2024-11-14,3,14,11,0,0,1,0.433884,-0.900969,-0.5,0.866025,151.6,22,9.856,12.1987,11.874,15.4
301,residential_high,2024-11-26,1,26,11,0,0,1,0.781831,0.62349,-0.5,0.866025,89.9,23,12.006,11.9948,12.009,7.5
301,residential_high,2024-11-27,2,27,11,0,0,1,0.974928,-0.222521,-0.5,0.866025,225.8,24,11.9734,12.1754,14.166,18.9
301,residential_high,2024-12-21,5,21,12,1,0,0,-0.974928,-0.222521,-0.0,1.0,52.5,25,12.0043,12.5597,14.882,4.4
301,residential_high,2024-12-25,2,25,12,0,0,0,0.974928,-0.222521,-0.0,1.0,155.0,26,11.7644,12.6401,11.002,13.2
302,residential_high,2024-01-17,2,17,1,0,0,1,0.974928,-0.222521,0.5,0.866025,79.2,1,5.8663,6.5296,6.311,13.5
302,residential_high,2024-01-24,2,24,1,0,0,1,0.974928,-0.222521,0.5,0.866025,231.6,2,6.6007,6.5503,7.166,35.1
302,residential_high,2024-03-01,4,1,3,0,0,1,-0.433884,-0.900969,1.0,0.0,188.9,3,6.5109,6.4834,6.42,29.0
302,residential_high,2024-03-02,5,2,3,1,0,1,-0.974928,-0.222521,1.0,0.0,116.8,4,6.947,6.5827,9.222,16.8
302,residential_high,2024-03-06,2,6,3,0,0,1,0.974928,-0.222521,1.0,0.0,216.4,5,7.1979,6.5338,6.744,30.1
302,residential_high,2024-03-10,6,10,3,1,0,1,-0.781831,0.62349,1.0,0.0,83.8,6,6.751,6.5524,5.851,12.4
302,residential_high,2024-03-16,5,16,3,1,0,1,-0.974928,-0.222521,1.0,0.0,95.3,7,6.5157,6.5926,6.392,14.6
302,residential_high,2024-04-21,6,21,4,1,0,0,-0.781831,0.62349,0.866025,-0.5,155.7,8,5.8543,6.4722,5.88,26.6
302,residential_high,2024-07-13,5,13,7,1,1,1,-0.974928,-0.222521,-0.5,-0.866025,124.1,9,6.166,5.7906,7.273,20.1
302,residential_high,2024-07-23,1,23,7,0,1,1,0.781831,0.62349,-0.5,-0.866025,85.6,10,5.8214,5.6862,5.436,14.7
302,residential_high,2024-08-18,6,18,8,1,1,0,-0.781831,0.62349,-0.866025,-0.5,288.1,11,5.9266,5.9869,6.233,48.6
302,residential_high,2024-09-02,0,2,9,0,0,1,0.0,1.0,-1.0,-0.0,145.2,12,6.4853,6.1627,7.34,22.4
302,residential_high,2024-09-10,1,10,9,0,0,1,0.781831,0.62349,-1.0,-0.0,196.2,13,6.8257,6.3114,6.163,28.7
302,residential_high,2024-09-26,3,26,9,0,0,1,0.433884,-0.900969,-1.0,-0.0,272.4,14,7.2871,6.7063,6.653,37.4
302,residential_high,2024-10-29,1,29,10,0,0,1,0.781831,0.62349,-0.866025,0.5,51.7,15,6.75,6.6571,6.416,7.7
302,residential_high,2024-10-30,2,30,10,0,0,1,0.974928,-0.222521,-0.866025,0.5,275.3,16,6.7223,6.667,6.524,41.0
302,residential_high,2024-12-28,5,28,12,1,0,0,-0.974928,-0.222521,-0.0,1.0,184.9,17,6.6383,6.7652,8.026,27.9
306,residential_high,2024-01-14,6,14,1,1,0,1,-0.781831,0.62349,0.5,0.866025,132.7,1,5.5574,5.4604,6.379,23.9
306,residential_high,2024-02-14,2,14,2,0,0,1,0.974928,-0.222521,0.866025,0.5,211.4,2,5.252,4.9294,4.493,40.3
306,residential_high,2024-02-15,3,15,2,0,0,1,0.433884,-0.900969,0.866025,0.5,126.3,3,5.2309,4.9424,4.831,24.1
306,residential_high,2024-03-11,0,11,3,0,0,1,0.0,1.0,1.0,0.0,145.7,4,4.8434,5.1625,4.635,30.1
306,residential_high,2024-03-23,5,23,3,1,0,1,-0.974928,-0.222521,1.0,0.0,225.3,5,5.3557,5.1654,6.935,42.1
306,residential_high,2024-06-05,2,5,6,0,1,1,0.974928,-0.222521,0.0,-1.0,80.4,6,4.533,4.4833,4.634,17.7
306,residential_high,2024-08-28,2,28,8,0,1,0,0.974928,-0.222521,-0.866025,-0.5,82.4,7,4.6737,4.6634,4.145,17.6
306,residential_high,2024-09-14,5,14,9,1,0,1,-0.974928,-0.222521,-1.0,-0.0,163.8,8,4.753,4.8699,5.183,34.5
306,residential_high,2024-09-18,2,18,9,0,0,1,0.974928,-0.222521,-1.0,-0.0,294.2,9,4.8804,4.8208,5.384,60.3
306,residential_high,2024-10-21,0,21,10,0,0,1,0.0,1.0,-0.866025,0.5,50.0,10,5.1161,5.0895,5.361,9.8
306,residential_high,2024-12-08,6,8,12,1,0,0,-0.781831,0.62349,-0.0,1.0,228.4,11,4.8329,4.9883,5.189,47.3
306,residential_high,2024-12-24,1,24,12,0,0,0,0.781831,0.62349,-0.0,1.0,135.8,12,5.1247,4.9498,4.24,26.5
310,residential_high,2024-01-22,0,22,1,0,0,1,0.0,1.0,0.5,0.866025,294.4,1,5.1494,5.0795,4.822,57.2
310,residential_high,2024-01-30,1,30,1,0,0,1,0.781831,0.62349,0.5,0.866025,237.6,2,5.0269,5.0529,4.912,47.3
310,residential_high,2024-02-24,5,24,2,1,0,1,-0.974928,-0.222521,0.866025,0.5,271.0,3,5.3227,5.0181,4.949,50.9
310,residential_high,2024-03-01,4,1,3,0,0,1,-0.433884,-0.900969,1.0,0.0,176.7,4,4.8341,4.9395,5.024,36.6
310,residential_high,2024-03-02,5,2,3,1,0,1,-0.974928,-0.222521,1.0,0.0,169.7,5,4.9894,4.9848,6.036,34.0
310,residential_high,2024-04-13,5,13,4,1,0,0,-0.974928,-0.222521,0.866025,-0.5,73.1,6,4.7099,4.9024,4.839,15.5
310,residential_high,2024-05-03,4,3,5,0,1,1,-0.433884,-0.900969,0.5,-0.866025,273.6,7,4.7937,4.7044,3.303,57.1
310,residential_high,2024-05-24,4,24,5,0,1,1,-0.433884,-0.900969,0.5,-0.866025,107.8,8,4.3257,4.6462,3.864,24.9
310,residential_high,2024-05-25,5,25,5,1,1,1,-0.974928,-0.222521,0.5,-0.866025,108.0,9,4.334,4.6627,4.861,24.9
310,residential_high,2024-05-29,2,29,5,0,1,1,0.974928,-0.222521,0.5,-0.866025,121.5,10,4.288,4.4952,3.907,28.3
310,residential_high,2024-06-11,1,11,6,0,1,1,0.781831,0.62349,0.0,-1.0,118.4,11,4.3857,4.4433,4.424,27.0
310,residential_high,2024-09-03,1,3,9,0,0,1,0.781831,0.62349,-1.0,-0.0,86.8,12,4.9767,4.6968,4.822,17.4
310,residential_high,2024-10-05,5,5,10,1,0,1,-0.974928,-0.222521,-0.866025,0.5,138.5,13,5.2083,5.0948,5.329,26.6
310,residential_high,2024-10-08,1,8,10,0,0,1,0.781831,0.62349,-0.866025,0.5,290.7,14,4.9701,5.0698,4.71,58.5
310,residential_high,2024-10-22,1,22,10,0,0,1,0.781831,0.62349,-0.866025,0.5,175.4,15,5.1403,4.902,5.179,34.1
310,residential_high,2024-11-10,6,10,11,1,0,1,-0.781831,0.62349,-0.5,0.866025,91.5,16,4.4433,4.9217,4.992,20.6
310,residential_high,2024-11-22,4,22,11,0,0,1,-0.433884,-0.900969,-0.5,0.866025,264.5,17,5.1261,4.8545,5.051,51.6
310,residential_high,2024-11-26,1,26,11,0,0,1,0.781831,0.62349,-0.5,0.866025,134.5,18,5.479,4.9497,5.751,24.5
310,residential_high,2024-12-22,6,22,12,1,0,0,-0.781831,0.62349,-0.0,1.0,121.0,19,5.3994,5.2818,5.876,22.4
316,residential_high,2024-01-17,2,17,1,0,0,1,0.974928,-0.222521,0.5,0.866025,229.6,1,9.3817,9.0411,8.436,24.5
316,residential_high,2024-03-02,5,2,3,1,0,1,-0.974928,-0.222521,1.0,0.0,156.4,2,8.041,8.4274,9.89,19.5
316,residential_high,2024-03-07,3,7,3,0,0,1,0.433884,-0.900969,1.0,0.0,198.5,3,9.0604,8.6008,9.89,21.9
316,residential_high,2024-03-30,5,30,3,1,0,1,-0.974928,-0.222521,1.0,0.0,129.6,4,9.237,8.9313,10.808,14.0
316,residential_high,2024-04-02,1,2,4,0,0,0,0.781831,0.62349,0.866025,-0.5,163.5,5,8.568,8.8069,7.225,19.1
316,residential_high,2024-04-25,3,25,4,0,0,0,0.433884,-0.900969,0.866025,-0.5,106.3,6,9.1606,8.9539,10.971,11.6
316,residential_high,2024-05-28,1,28,5,0,1,1,0.781831,0.62349,0.5,-0.866025,281.9,7,8.0214,7.9614,7.02,35.1
316,residential_high,2024-06-06,3,6,6,0,1,1,0.433884,-0.900969,0.0,-1.0,205.4,8,7.524,7.753,6.001,27.3
316,residential_high,2024-07-10,2,10,7,0,1,1,0.974928,-0.222521,-0.5,-0.866025,182.8,9,7.5827,8.0858,8.077,24.1
316,residential_high,2024-08-21,2,21,8,0,1,0,0.974928,-0.222521,-0.866025,-0.5,298.0,10,7.6263,7.7095,7.261,39.1
316,residential_high,2024-08-26,0,26,8,0,1,0,0.0,1.0,-0.866025,-0.5,253.4,11,7.7216,7.8178,7.445,32.8
316,residential_high,2024-09-25,2,25,9,0,0,1,0.974928,-0.222521,-1.0,-0.0,98.7,12,9.1211,8.6761,8.603,10.8
316,residential_high,2024-10-25,4,25,10,0,0,1,-0.433884,-0.900969,-0.866025,0.5,233.3,13,9.2484,8.607,7.737,25.2
316,residential_high,2024-11-12,1,12,11,0,0,1,0.781831,0.62349,-0.5,0.866025,223.3,14,9.2176,8.6316,10.597,24.2
316,residential_high,2024-11-18,0,18,11,0,0,1,0.0,1.0,-0.5,0.866025,139.3,15,8.7026,8.6901,8.145,16.0
316,residential_high,2024-12-02,0,2,12,0,0,0,0.0,1.0,-0.0,1.0,280.3,16,9.137,8.964,9.302,30.7
316,residential_high,2024-12-03,1,3,12,0,0,0,0.781831,0.62349,-0.0,1.0,260.6,17,9.1311,8.817,7.758,28.5
320,residential_high,2024-01-10,2,10,1,0,0,1,0.974928,-0.222521,0.5,0.866025,120.0,1,8.2609,8.1245,6.052,14.5
320,residential_high,2024-01-31,2,31,1,0,0,1,0.974928,-0.222521,0.5,0.866025,293.8,2,8.6176,8.5489,9.179,34.1
320,residential_high,2024-02-07,2,7,2,0,0,1,0.974928,-0.222521,0.866025,0.5,157.3,3,8.576,8.5793,7.938,18.3
320,residential_high,2024-03-26,1,26,3,0,0,1,0.781831,0.62349,1.0,0.0,227.0,4,7.7401,8.0271,8.853,29.3
320,residential_high,2024-04-22,0,22,4,0,0,0,0.0,1.0,0.866025,-0.5,173.2,5,7.992,8.1881,6.749,21.7
320,residential_high,2024-05-02,3,2,5,0,1,1,0.433884,-0.900969,0.5,-0.866025,175.2,6,8.209,8.4128,8.406,21.3
320,residential_high,2024-06-07,4,7,6,0,1,1,-0.433884,-0.900969,0.0,-1.0,95.2,7,6.8929,7.3248,6.54,13.8
320,residential_high,2024-06-21,4,21,6,0,1,1,-0.433884,-0.900969,0.0,-1.0,216.2,8,6.4941,7.0029,6.477,33.3
320,residential_high,2024-07-20,5,20,7,1,1,1,-0.974928,-0.222521,-0.5,-0.866025,226.6,9,7.668,7.5254,9.562,29.6
320,residential_high,2024-08-13,1,13,8,0,1,0,0.781831,0.62349,-0.866025,-0.5,79.0,10,7.7763,7.4483,7.408,10.2
320,residential_high,2024-08-30,4,30,8,0,1,0,-0.433884,-0.900969,-0.866025,-0.5,123.7,11,8.016,7.5748,8.354,15.4
320,residential_high,2024-09-09,0,9,9,0,0,1,0.0,1.0,-1.0,-0.0,214.2,12,9.072,7.9495,8.673,23.6
320,residential_high,2024-09-20,4,20,9,0,0,1,-0.433884,-0.900969,-1.0,-0.0,68.4,13,8.6201,8.3254,9.702,7.9
320,residential_high,2024-10-04,4,4,10,0,0,1,-0.433884,-0.900969,-0.866025,0.5,297.2,14,8.3251,8.4683,7.363,35.7
320,residential_high,2024-11-23,5,23,11,1,0,1,-0.974928,-0.222521,-0.5,0.866025,84.8,15,7.9019,7.953,9.134,10.7
320,residential_high,2024-12-04,2,4,12,0,0,0,0.974928,-0.222521,-0.0,1.0,269.2,16,7.4086,7.9169,7.51,36.3
320,residential_high,2024-12-12,3,12,12,0,0,0,0.433884,-0.900969,-0.0,1.0,213.4,17,8.1041,7.7726,8.369,26.3
328,residential_high,2024-01-11,3,11,1,0,0,1,0.433884,-0.900969,0.5,0.866025,101.7,1,6.4299,6.1336,5.722,15.8
328,residential_high,2024-02-07,2,7,2,0,0,1,0.974928,-0.222521,0.866025,0.5,194.5,2,6.2984,6.3932,5.802,30.9
328,residential_high,2024-02-15,3,15,2,0,0,1,0.433884,-0.900969,0.866025,0.5,166.4,3,6.2421,6.3546,6.045,26.7
328,residential_high,2024-03-01,4,1,3,0,0,1,-0.433884,-0.900969,1.0,0.0,194.0,4,6.5643,6.4503,6.455,29.6
328,residential_high,2024-04-12,4,12,4,0,0,0,-0.433884,-0.900969,0.866025,-0.5,100.3,5,6.8229,6.3978,5.415,14.7
328,residential_high,2024-06-07,4,7,6,0,1,1,-0.433884,-0.900969,0.0,-1.0,282.2,6,5.4493,5.5103,4.876,51.8
328,residential_high,2024-06-20,3,20,6,0,1,1,0.433884,-0.900969,0.0,-1.0,56.4,7,5.7954,5.5865,6.117,9.7
328,residential_high,2024-08-01,3,1,8,0,1,0,0.433884,-0.900969,-0.866025,-0.5,80.6,8,5.807,5.8385,6.335,13.9
328,residential_high,2024-08-15,3,15,8,0,1,0,0.433884,-0.900969,-0.866025,-0.5,71.5,9,6.1077,5.7204,5.921,11.7
328,residential_high,2024-09-01,6,1,9,1,0,1,-0.781831,0.62349,-1.0,-0.0,63.2,10,5.3279,5.6199,8.223,11.9
328,residential_high,2024-09-11,2,11,9,0,0,1,0.974928,-0.222521,-1.0,-0.0,263.7,11,6.0524,5.7819,6.848,43.6
328,residential_high,2024-10-23,2,23,10,0,0,1,0.974928,-0.222521,-0.866025,0.5,254.2,12,6.0789,6.2717,6.162,41.8
328,residential_high,2024-11-17,6,17,11,1,0,1,-0.781831,0.62349,-0.5,0.866025,71.3,13,6.8629,6.3565,7.807,10.4
328,residential_high,2024-11-19,1,19,11,0,0,1,0.781831,0.62349,-0.5,0.866025,231.8,14,6.9234,6.3829,6.622,33.5
328,residential_high,2024-12-11,2,11,12,0,0,0,0.974928,-0.222521,-0.0,1.0,57.6,15,6.6184,6.6327,5.539,8.7
328,residential_high,2024-12-26,3,26,12,0,0,0,0.433884,-0.900969,-0.0,1.0,160.6,16,6.8427,6.4148,5.814,23.5
338,residential_high,2024-01-06,5,6,1,1,0,1,-0.974928,-0.222521,0.5,0.866025,131.3,1,7.5837,7.5837,10.893,17.3
338,residential_high,2024-01-29,0,29,1,0,0,1,0.0,1.0,0.5,0.866025,154.5,2,8.5094,8.0769,7.868,18.2
338,residential_high,2024-02-26,0,26,2,0,0,1,0.0,1.0,0.866025,0.5,173.9,3,7.8147,8.1221,7.298,22.3
338,residential_high,2024-03-03,6,3,3,1,0,1,-0.781831,0.62349,1.0,0.0,115.8,4,8.3566,8.148,9.53,13.9
338,residential_high,2024-03-24,6,24,3,1,0,1,-0.781831,0.62349,1.0,0.0,152.5,5,8.3176,8.2093,7.458,18.3
338,residential_high,2024-03-25,0,25,3,0,0,1,0.0,1.0,1.0,0.0,215.6,6,8.2073,8.193,7.76,26.3
338,residential_high,2024-04-03,2,3,4,0,0,0,0.974928,-0.222521,0.866025,-0.5,200.7,7,7.7281,7.9371,6.804,26.0
338,residential_high,2024-04-08,0,8,4,0,0,0,0.0,1.0,0.866025,-0.5,50.1,8,8.0969,7.996,9.592,6.2
338,residential_high,2024-04-11,3,11,4,0,0,0,0.433884,-0.900969,0.866025,-0.5,103.2,9,8.3011,7.9989,6.831,12.4
338,residential_high,2024-04-16,1,16,4,0,0,0,0.781831,0.62349,0.866025,-0.5,100.9,10,8.5006,8.1864,7.099,11.9
338,residential_high,2024-06-23,6,23,6,1,1,1,-0.781831,0.62349,0.0,-1.0,181.1,11,6.9376,7.2515,6.129,26.1
338,residential_high,2024-07-12,4,12,7,0,1,1,-0.433884,-0.900969,-0.5,-0.866025,272.2,12,7.1844,7.1815,7.74,37.9
338,residential_high,2024-07-19,4,19,7,0,1,1,-0.433884,-0.900969,-0.5,-0.866025,215.1,13,7.4286,7.2899,6.182,29.0
338,residential_high,2024-07-23,1,23,7,0,1,1,0.781831,0.62349,-0.5,-0.866025,106.3,14,7.2904,7.3532,8.502,14.6
338,residential_high,2024-09-17,1,17,9,0,0,1,0.781831,0.62349,-1.0,-0.0,173.4,15,8.2084,7.9327,7.258,21.1
338,residential_high,2024-10-18,4,18,10,0,0,1,-0.433884,-0.900969,-0.866025,0.5,137.5,16,8.587,8.2685,9.247,16.0
338,residential_high,2024-12-09,0,9,12,0,0,0,0.0,1.0,-0.0,1.0,121.3,17,7.5583,8.425,7.997,16.0
338,residential_high,2024-12-30,0,30,12,0,0,0,0.0,1.0,-0.0,1.0,123.8,18,8.3877,8.0014,8.424,14.8
340,residential_high,2024-01-22,0,22,1,0,0,1,0.0,1.0,0.5,0.866025,259.1,1,6.2413,6.4265,6.089,41.5
340,residential_high,2024-02-20,1,20,2,0,0,1,0.781831,0.62349,0.866025,0.5,157.8,2,6.241,6.1783,6.788,25.3
340,residential_high,2024-02-22,3,22,2,0,0,1,0.433884,-0.900969,0.866025,0.5,218.6,3,6.1216,6.1739,6.302,35.7
340,residential_high,2024-03-11,0,11,3,0,0,1,0.0,1.0,1.0,0.0,212.3,4,6.3046,6.3368,5.484,33.7
340,residential_high,2024-03-12,1,12,3,0,0,1,0.781831,0.62349,1.0,0.0,63.4,5,6.0937,6.2977,5.824,10.4
340,residential_high,2024-05-04,5,4,5,1,1,1,-0.974928,-0.222521,0.5,-0.866025,72.1,6,6.2389,6.545,6.283,11.6
340,residential_high,2024-07-04,3,4,7,0,1,1,0.433884,-0.900969,-0.5,-0.866025,255.7,7,5.3133,5.5307,4.839,48.1
340,residential_high,2024-07-12,4,12,7,0,1,1,-0.433884,-0.900969,-0.5,-0.866025,74.0,8,5.4973,5.5041,5.666,13.5
340,residential_high,2024-07-14,6,14,7,1,1,1,-0.781831,0.62349,-0.5,-0.866025,259.4,9,5.883,5.5911,7.004,44.1
340,residential_high,2024-07-16,1,16,7,0,1,1,0.781831,0.62349,-0.5,-0.866025,196.7,10,5.9279,5.5865,6.382,33.2
340,residential_high,2024-07-29,0,29,7,0,1,1,0.0,1.0,-0.5,-0.866025,215.5,11,5.9201,5.6653,5.585,36.4
340,residential_high,2024-10-31,3,31,10,0,0,1,0.433884,-0.900969,-0.866025,0.5,243.4,12,6.1861,6.3558,5.467,39.3
340,residential_high,2024-11-01,4,1,11,0,0,1,-0.433884,-0.900969,-0.5,0.866025,296.8,13,6.0996,6.3402,5.174,48.7
340,residential_high,2024-11-14,3,14,11,0,0,1,0.433884,-0.900969,-0.5,0.866025,113.6,14,6.0897,6.3976,4.613,18.7
340,residential_high,2024-12-21,5,21,12,1,0,0,-0.974928,-0.222521,-0.0,1.0,295.2,15,6.1099,6.4604,7.474,48.3
340,residential_high,2024-12-30,0,30,12,0,0,0,0.0,1.0,-0.0,1.0,183.5,16,6.4827,6.3687,6.322,28.3
341,residential_high,2024-01-07,6,7,1,1,0,1,-0.781831,0.62349,0.5,0.866025,253.0,1,10.6913,10.6913,13.813,23.7
341,residential_high,2024-01-08,0,8,1,0,0,1,0.0,1.0,0.5,0.866025,126.3,2,10.5191,10.5064,9.212,12.0
341,residential_high,2024-02-13,1,13,2,0,0,1,0.781831,0.62349,0.866025,0.5,235.5,3,9.4347,10.1753,9.307,25.0
341,residential_high,2024-02-16,4,16,2,0,0,1,-0.433884,-0.900969,0.866025,0.5,265.1,4,9.4836,10.0437,10.328,28.0
341,residential_high,2024-04-01,0,1,4,0,0,0,0.0,1.0,0.866025,-0.5,124.1,5,10.3504,10.4964,10.064,12.0
341,residential_high,2024-04-08,0,8,4,0,0,0,0.0,1.0,0.866025,-0.5,282.5,6,10.0313,10.2805,8.134,28.2
341,residential_high,2024-05-12,6,12,5,1,1,1,-0.781831,0.62349,0.5,-0.866025,125.7,7,9.2324,10.0059,11.789,13.6
341,residential_high,2024-05-15,2,15,5,0,1,1,0.974928,-0.222521,0.5,-0.866025,119.0,8,9.2251,9.723,7.666,12.9
341,residential_high,2024-05-16,3,16,5,0,1,1,0.433884,-0.900969,0.5,-0.866025,104.3,9,9.087,9.7633,9.322,11.5
341,residential_high,2024-06-18,1,18,6,0,1,1,0.781831,0.62349,0.0,-1.0,100.9,10,9.475,9.4393,9.618,10.6
341,residential_high,2024-06-29,5,29,6,1,1,1,-0.974928,-0.222521,0.0,-1.0,209.9,11,9.3607,9.4076,10.59,22.4
341,residential_high,2024-07-17,2,17,7,0,1,1,0.974928,-0.222521,-0.5,-0.866025,152.1,12,9.9796,9.3536,8.72,15.2
341,residential_high,2024-08-06,1,6,8,0,1,0,0.781831,0.62349,-0.866025,-0.5,108.4,13,9.7859,9.622,8.135,11.1
341,residential_high,2024-08-18,6,18,8,1,1,0,-0.781831,0.62349,-0.866025,-0.5,233.6,14,8.9097,9.4541,9.885,26.2
341,residential_high,2024-08-30,4,30,8,0,1,0,-0.433884,-0.900969,-0.866025,-0.5,71.5,15,9.5321,9.1633,9.333,7.5
341,residential_high,2024-08-31,5,31,8,1,1,0,-0.974928,-0.222521,-0.866025,-0.5,284.0,16,9.385,9.141,9.711,30.3
341,residential_high,2024-09-04,2,4,9,0,0,1,0.974928,-0.222521,-1.0,-0.0,92.9,17,9.8687,9.1604,8.18,9.4
341,residential_high,2024-10-25,4,25,10,0,0,1,-0.433884,-0.900969,-0.866025,0.5,136.5,18,9.3139,10.1432,8.773,14.7
341,residential_high,2024-10-28,0,28,10,0,0,1,0.0,1.0,-0.866025,0.5,276.5,19,10.1346,10.4182,9.876,27.3
341,residential_high,2024-12-02,0,2,12,0,0,0,0.0,1.0,-0.0,1.0,231.7,20,10.0389,10.6587,7.483,23.1
341,residential_high,2024-12-24,1,24,12,0,0,0,0.781831,0.62349,-0.0,1.0,217.4,21,9.6233,10.4976,9.494,22.6
343,residential_high,2024-01-22,0,22,1,0,0,1,0.0,1.0,0.5,0.866025,56.1,1,9.3041,9.466,7.908,6.0
343,residential_high,2024-01-30,1,30,1,0,0,1,0.781831,0.62349,0.5,0.866025,256.2,2,8.8009,9.2626,5.995,29.1
343,residential_high,2024-02-28,2,28,2,0,0,1,0.974928,-0.222521,0.866025,0.5,237.8,3,8.4853,8.8107,7.485,28.0
343,residential_high,2024-03-13,2,13,3,0,0,1,0.974928,-0.222521,1.0,0.0,272.7,4,8.6311,8.9439,9.087,31.6
